hotel_id,platform,hotel_name_master,hotel_name_link,area_master,area_link,in_master,in_link_file,name_match_status,area_mismatch_flag,direct_url,status,url_format_status,duplicate_url_flag
BOD001,google_travel,Aksoy Taş Ev,Aksoy Taş Ev,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD001,trip,Aksoy Taş Ev,Aksoy Taş Ev,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD001,tripadvisor,Aksoy Taş Ev,Aksoy Taş Ev,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD002,google_travel,Armonia Holiday Village & Spa,Armonia Holiday Village & Spa,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD002,trip,Armonia Holiday Village & Spa,Armonia Holiday Village & Spa,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.trip.com/hotels/bodrum-hotel-detail-3448104/armonia-holiday-village-and-spa-all-inclusive/,verified_direct,OK,False
BOD002,tripadvisor,Armonia Holiday Village & Spa,Armonia Holiday Village & Spa,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,verified_direct,OK,False
BOD003,google_travel,ASPAT HOTEL BODRUM Beach Restaurant,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD003,trip,ASPAT HOTEL BODRUM Beach Restaurant,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD003,tripadvisor,ASPAT HOTEL BODRUM Beach Restaurant,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g951437-d1228842-Reviews-Aspat_Hotel_Bodrum_Beach_Restaurant-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province.html,verified_direct,OK,False
BOD004,google_travel,Bendis Beach Hotel,Bendis Beach Hotel,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD004,trip,Bendis Beach Hotel,Bendis Beach Hotel,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-4416296/bendis-beach-hotel/,verified_direct,OK,False
BOD004,tripadvisor,Bendis Beach Hotel,Bendis Beach Hotel,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g951437-d2219217-Reviews-Bendis_Beach_Hotel-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish_Aegean_C.html,verified_direct,OK,False
BOD005,google_travel,ByAkkan,ByAkkan,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD005,trip,ByAkkan,ByAkkan,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD005,tripadvisor,ByAkkan,ByAkkan,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD006,google_travel,Club Marma Hotel,Club Marma Hotel,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD006,trip,Club Marma Hotel,Club Marma Hotel,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD006,tripadvisor,Club Marma Hotel,Club Marma Hotel,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD007,google_travel,Kefaluka Resort,Kefaluka Resort,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,verified_direct,OK,False
BOD007,trip,Kefaluka Resort,Kefaluka Resort,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,verified_direct,OK,False
BOD007,tripadvisor,Kefaluka Resort,Kefaluka Resort,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g951437-d1412957-Reviews-Kefaluka_Resort_Bodrum-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish_Aege.html,verified_direct,OK,False
BOD008,google_travel,LA BREZZA SUITE &HOTEL,LA BREZZA SUITE &HOTEL,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,verified_direct,OK,False
BOD008,trip,LA BREZZA SUITE &HOTEL,LA BREZZA SUITE &HOTEL,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD008,tripadvisor,LA BREZZA SUITE &HOTEL,LA BREZZA SUITE &HOTEL,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD009,google_travel,LİV OTEL,LİV OTEL,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD009,trip,LİV OTEL,LİV OTEL,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD009,tripadvisor,LİV OTEL,LİV OTEL,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD010,google_travel,Mare Garden Hotel,Mare Garden Hotel,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD010,trip,Mare Garden Hotel,Mare Garden Hotel,Akyarlar,Akyarlar,True,True,EXACT,OK,https://us.trip.com/hotels/bodrum-hotel-detail-60107472/mare-garden-hotel/,verified_direct,OK,False
BOD010,tripadvisor,Mare Garden Hotel,Mare Garden Hotel,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g951437-d646595-Reviews-Mare_Garden_Hotel-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish_Aegean_Coa.html,verified_direct,OK,False
BOD011,google_travel,"Radisson Collection Hotel, Bodrum","Radisson Collection Hotel, Bodrum",Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD011,trip,"Radisson Collection Hotel, Bodrum","Radisson Collection Hotel, Bodrum",Akyarlar,Akyarlar,True,True,EXACT,OK,https://uk.trip.com/hotels/bodrum-hotel-detail-75487192/radisson-collection-hotel-bodrum/,verified_direct,OK,False
BOD011,tripadvisor,"Radisson Collection Hotel, Bodrum","Radisson Collection Hotel, Bodrum",Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g298658-d23258571-Reviews-Radisson_Collection_Hotel_Bodrum-Bodrum_City_Bodrum_District_Mugla_Province_Turkish_A.html,verified_direct,OK,False
BOD012,google_travel,Selectum Collection Bodrum,Selectum Collection Bodrum,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.google.com/travel/hotels/entity/ChgI-abrn5G19OiAARoLL2cvMXRzcjVkZG4QAQ,verified_direct,OK,False
BOD012,trip,Selectum Collection Bodrum,Selectum Collection Bodrum,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.trip.com/hotels/bodrum-hotel-detail-7877878/selectum-collection-bodrum/,verified_direct,OK,False
BOD012,tripadvisor,Selectum Collection Bodrum,Selectum Collection Bodrum,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g951437-d775593-Reviews-Selectum_Collection_Bodrum-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish_A.html,verified_direct,OK,False
BOD013,google_travel,"Sentido Bellazure - Akyarlar, Bodrum / Turkey","Sentido Bellazure - Akyarlar, Bodrum / Turkey",Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.google.com/travel/hotels/entity/ChkI89S85_60gP2gARoML2cvMXE2anpicjRqEAE,verified_direct,OK,False
BOD013,trip,"Sentido Bellazure - Akyarlar, Bodrum / Turkey","Sentido Bellazure - Akyarlar, Bodrum / Turkey",Akyarlar,Akyarlar,True,True,EXACT,OK,https://uk.trip.com/hotels/bodrum-hotel-detail-10720331/sentido-bellazure-all-inclusive/,verified_direct,OK,False
BOD013,tripadvisor,"Sentido Bellazure - Akyarlar, Bodrum / Turkey","Sentido Bellazure - Akyarlar, Bodrum / Turkey",Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g951437-d4923111-Reviews-Bellazure_Hotel-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish_Aegean_Coas.html,verified_direct,OK,False
BOD014,google_travel,Suum Bodrum Hotel & Beach,Suum Bodrum Hotel & Beach,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD014,trip,Suum Bodrum Hotel & Beach,Suum Bodrum Hotel & Beach,Akyarlar,Akyarlar,True,True,EXACT,OK,https://us.trip.com/hotels/bodrum-hotel-detail-116725989/suum-bodrum-hotel-beach/,verified_direct,OK,False
BOD014,tripadvisor,Suum Bodrum Hotel & Beach,Suum Bodrum Hotel & Beach,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g951437-d2171403-Reviews-Suum_Bodrum_Hotel_Beach_Adult_Only-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_.html,verified_direct,OK,False
BOD015,google_travel,The Ni Villas Akyarlar,The Ni Villas Akyarlar,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD015,trip,The Ni Villas Akyarlar,The Ni Villas Akyarlar,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD015,tripadvisor,The Ni Villas Akyarlar,The Ni Villas Akyarlar,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD016,google_travel,Xanadu Island,Xanadu Island,Akyarlar,Akyarlar,True,True,EXACT,OK,null,null,NO_URL,False
BOD016,trip,Xanadu Island,Xanadu Island,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-17508018/xanadu-island-hotel/,verified_direct,OK,False
BOD016,tripadvisor,Xanadu Island,Xanadu Island,Akyarlar,Akyarlar,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g951437-d1773302-Reviews-Xanadu_Island-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish_Aegean_Coast.html,verified_direct,OK,False
BOD017,google_travel,Ambrosia Otel Beach & Spa,Ambrosia Otel Beach & Spa,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD017,trip,Ambrosia Otel Beach & Spa,Ambrosia Otel Beach & Spa,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD017,tripadvisor,Ambrosia Otel Beach & Spa,Ambrosia Otel Beach & Spa,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD018,google_travel,Bitez Deniz Hotel - Restaurant - Beach,Bitez Deniz Hotel - Restaurant - Beach,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD018,trip,Bitez Deniz Hotel - Restaurant - Beach,Bitez Deniz Hotel - Restaurant - Beach,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD018,tripadvisor,Bitez Deniz Hotel - Restaurant - Beach,Bitez Deniz Hotel - Restaurant - Beach,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD019,google_travel,Bitez Garden Life Hotel&Suites,Bitez Garden Life Hotel&Suites,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD019,trip,Bitez Garden Life Hotel&Suites,Bitez Garden Life Hotel&Suites,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD019,tripadvisor,Bitez Garden Life Hotel&Suites,Bitez Garden Life Hotel&Suites,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD020,google_travel,Bitez Risa Hotel,Bitez Risa Hotel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD020,trip,Bitez Risa Hotel,Bitez Risa Hotel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD020,tripadvisor,Bitez Risa Hotel,Bitez Risa Hotel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD021,google_travel,"Caresse, a Luxury Collection Resort & Spa, Bodrum","Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD021,trip,"Caresse, a Luxury Collection Resort & Spa, Bodrum","Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD021,tripadvisor,"Caresse, a Luxury Collection Resort & Spa, Bodrum","Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD022,google_travel,Dolce Vita Luxury Bungalows,Dolce Vita Luxury Bungalows,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD022,trip,Dolce Vita Luxury Bungalows,Dolce Vita Luxury Bungalows,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD022,tripadvisor,Dolce Vita Luxury Bungalows,Dolce Vita Luxury Bungalows,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD023,google_travel,Doria Hotel Bodrum,Doria Hotel Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD023,trip,Doria Hotel Bodrum,Doria Hotel Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD023,tripadvisor,Doria Hotel Bodrum,Doria Hotel Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD024,google_travel,HAKAN OTEL,HAKAN OTEL,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD024,trip,HAKAN OTEL,HAKAN OTEL,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD024,tripadvisor,HAKAN OTEL,HAKAN OTEL,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD025,google_travel,Halikarya Hotel & Restaurant Beach,Halikarya Hotel & Restaurant Beach,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD025,trip,Halikarya Hotel & Restaurant Beach,Halikarya Hotel & Restaurant Beach,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD025,tripadvisor,Halikarya Hotel & Restaurant Beach,Halikarya Hotel & Restaurant Beach,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD026,google_travel,Manuela Otel Bitez,Manuela Otel Bitez,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD026,trip,Manuela Otel Bitez,Manuela Otel Bitez,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD026,tripadvisor,Manuela Otel Bitez,Manuela Otel Bitez,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD027,google_travel,Meis Apart Hotel,Meis Apart Hotel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD027,trip,Meis Apart Hotel,Meis Apart Hotel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD027,tripadvisor,Meis Apart Hotel,Meis Apart Hotel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD028,google_travel,Mira Beach Resort Bodrum,Mira Beach Resort Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD028,trip,Mira Beach Resort Bodrum,Mira Beach Resort Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD028,tripadvisor,Mira Beach Resort Bodrum,Mira Beach Resort Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD029,google_travel,Mumu Bodrum Hotel,Mumu Bodrum Hotel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD029,trip,Mumu Bodrum Hotel,Mumu Bodrum Hotel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD029,tripadvisor,Mumu Bodrum Hotel,Mumu Bodrum Hotel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD030,google_travel,Natur Garden Hotel Bitez Bodrum,Natur Garden Hotel Bitez Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD030,trip,Natur Garden Hotel Bitez Bodrum,Natur Garden Hotel Bitez Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD030,tripadvisor,Natur Garden Hotel Bitez Bodrum,Natur Garden Hotel Bitez Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD031,google_travel,Okaliptus Otel,Okaliptus Otel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD031,trip,Okaliptus Otel,Okaliptus Otel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD031,tripadvisor,Okaliptus Otel,Okaliptus Otel,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD032,google_travel,Paloma Family Club Bitez,Paloma Family Club Bitez,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD032,trip,Paloma Family Club Bitez,Paloma Family Club Bitez,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD032,tripadvisor,Paloma Family Club Bitez,Paloma Family Club Bitez,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD033,google_travel,Ramada Resort by Wyndham Bodrum,Ramada Resort by Wyndham Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD033,trip,Ramada Resort by Wyndham Bodrum,Ramada Resort by Wyndham Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD033,tripadvisor,Ramada Resort by Wyndham Bodrum,Ramada Resort by Wyndham Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD034,google_travel,Çınar Butik Otel Bodrum,Çınar Butik Otel Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD034,trip,Çınar Butik Otel Bodrum,Çınar Butik Otel Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD034,tripadvisor,Çınar Butik Otel Bodrum,Çınar Butik Otel Bodrum,Bitez,Bitez,True,True,EXACT,OK,null,null,NO_URL,False
BOD035,google_travel,Azka Otel - Bardakçı Koyu,Azka Otel - Bardakçı Koyu,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD035,trip,Azka Otel - Bardakçı Koyu,Azka Otel - Bardakçı Koyu,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD035,tripadvisor,Azka Otel - Bardakçı Koyu,Azka Otel - Bardakçı Koyu,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g298658-d295821-Reviews-Azka_Otel-Bodrum_City_Bodrum_District_Mugla_Province_Turkish_Aegean_Coast.html,verified_direct,OK,False
BOD036,google_travel,Bodrium Hotel & SPA,Bodrium Hotel & SPA,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,https://www.google.com/travel/hotels/entity/ChcIoPuags-X5e91GgsvZy8xdGQxMDhibhAB,verified_direct,OK,False
BOD036,trip,Bodrium Hotel & SPA,Bodrium Hotel & SPA,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD036,tripadvisor,Bodrium Hotel & SPA,Bodrium Hotel & SPA,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,https://www.tripadvisor.com/Hotel_Review-g298658-d33244079-Reviews-Bodrium_Hotel_Spa-Bodrum_City_Bodrum_District_Mugla_Province_Turkish_Aegean_Coast.html,verified_direct,OK,False
BOD037,google_travel,Bodrum Bay Resort,Bodrum Bay Resort,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD037,trip,Bodrum Bay Resort,Bodrum Bay Resort,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD037,tripadvisor,Bodrum Bay Resort,Bodrum Bay Resort,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD038,google_travel,Casa Mare Bodrum,Casa Mare Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD038,trip,Casa Mare Bodrum,Casa Mare Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD038,tripadvisor,Casa Mare Bodrum,Casa Mare Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD039,google_travel,Casa Nonna Bodrum,Casa Nonna Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD039,trip,Casa Nonna Bodrum,Casa Nonna Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD039,tripadvisor,Casa Nonna Bodrum,Casa Nonna Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD040,google_travel,Diamond of Bodrum Hotel,Diamond of Bodrum Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD040,trip,Diamond of Bodrum Hotel,Diamond of Bodrum Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD040,tripadvisor,Diamond of Bodrum Hotel,Diamond of Bodrum Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD041,google_travel,La Quinta by Wyndham Bodrum,La Quinta by Wyndham Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD041,trip,La Quinta by Wyndham Bodrum,La Quinta by Wyndham Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD041,tripadvisor,La Quinta by Wyndham Bodrum,La Quinta by Wyndham Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD042,google_travel,Mandarin Resort Hotel,Mandarin Resort Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD042,trip,Mandarin Resort Hotel,Mandarin Resort Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD042,tripadvisor,Mandarin Resort Hotel,Mandarin Resort Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD043,google_travel,METT Hotel & Beach Resort Bodrum,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,https://www.google.com/travel/hotels/entity/CgoInJap_Zjz_rc_EAE,verified_direct,OK,False
BOD043,trip,METT Hotel & Beach Resort Bodrum,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD043,tripadvisor,METT Hotel & Beach Resort Bodrum,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
BOD044,google_travel,Noa Suite Hotel,Noa Suite Hotel,Bodrum Merkez,Bodrum Merkez,True,True,EXACT,OK,null,null,NO_URL,False
