otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi
Florida Hotel,Jessie.lyming,10.0,"Posted June 1, 2026",Show More,,,Gold tier member,Solo traveler,
Florida Hotel,"Decent room, good value for money, perfect for an overnight stay. Breakfast is good, and the subway is just 2 minutes away with a direct line to the airport. There's a 7-Eleven nearby, a night market, and shopping malls are a 15-20 minute walk. 👍",10.0,"Posted June 1, 2026",Russia,Stayed in May 2026,1 Review,Gold,Solo traveler,Standard Twin Room
Florida Hotel,"Many hotel have no room already due to songkran, so I finally find this one which is very close to Phaya Thai BTS station exit 4 and have Let’s Relax and 7-eleven nearby. However the hotel is quite old and the sound isolation is quite bad too. I can hear other guest talking from the next room of us and also the corridor. But the worst disappointment was there have bugs in room! I have killed so many on the bed and feeling itchy seen I founded out have bugs around. Luckily we only have to stay two nights, otherwise I don’t think I can handle it anymore.☹️",6.0,"Posted April 16, 2024","Hong Kong, China",Stayed in April 2024,14 Reviews,Diamond,Family,Standard Twin Room
Florida Hotel,It's a good hotel just for staying one night. It's 20 minutes Close to the main areas.,6.0,"Posted March 11, 2024",,Stayed in February 2024,23 Reviews,,Business traveler,
Florida Hotel,"The location is excellent very convenient to commute in downtown as well as to and from the airport. The services are really nice. The bell boy is very helpful and willing to carry the bags. The receptionist is really nice. I made wrong payment for the extra bed however, when I claimed it they accepted and refunded it with minimal explanation. The cleaning service is really good. I really love the hotel.",10.0,"Posted April 1, 2024",,Stayed in March 2024,1 Review,Gold,Family,Standard Twin Room
Florida Hotel,"This hotel is very close to Phaya Thai train station, so perfect for travelers arriving taking the airport link. Other aspects of the hotel is not impressed but ok.",8.0,"Posted February 8, 2024",Australia,Stayed in January 2024,61 Reviews,,Solo traveler,Standard Twin Room
Florida Hotel,"The facilities are a bit old, but the transportation is very convenient as it's right next to the light rail station.",8.0,"Posted February 19, 2024",,Stayed in January 2024,8 Reviews,,Solo traveler,Standard Twin Room
Florida Hotel,"Staff provide very good service, he help us carry the 3 languages to rail ling train.",10.0,"Posted February 21, 2024",,Stayed in February 2024,5 Reviews,Diamond,Traveling with friends,
Florida Hotel,Need a lot of maintenance. Mosquito problem should be eliminated. Light bulbs need to be repaired both in the room and at corridor.,4.0,"Posted February 19, 2024",United Kingdom,Stayed in December 2023,8 Reviews,Diamond,Traveling with friends,Standard Twin Room
Florida Hotel,"This time I get a room in front of the road, it’s a nightmare!",5.5,"Posted April 1, 2024",United States,Stayed in March 2024,95 Reviews,,Business traveler,Standard Twin Room
Florida Hotel,This is my 2nd stay. Very conveniently located by e Train svs. Hotel is old but comfortable. Price is fair. Breakfast is very simple. Walking distance to eateries. Muslim food not convenient n Hv to walk 500m. 7eleven across e street.,9.0,"Posted November 18, 2023",Singapore,Stayed in November 2023,5 Reviews,Gold,Traveling with friends,
