otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi
Selectum Colours Bodrum,"The resort location, facilities and kids club were amazing. My daughter really enjoyed it! My only comment is the room cleaning service was not as expected.",8.5,"Posted July 18, 2026",United Arab Emirates,Stayed in July 2026,1 Review,Gold,Family,Standard Double Or Twin Room
Selectum Colours Bodrum,"I never regretted choosing this hotel for my vacation! It's the best hotel in the bay! There's entertainment every evening. The food is plentiful and caters to all tastes. The beach is excellent! The only 'downside,' if you can call it that, is that not all staff speak Russian. But that wasn't a problem for me.",10.0,"Posted July 13, 2026",Russia,Stayed in July 2026,2 Reviews,Platinum,Family,Standard Double Or Twin Room
Selectum Colours Bodrum,Great staff. Good variety of food and fresh every day. Clean pool. Very friendly staff,10.0,"Posted July 19, 2026",United States,Stayed in July 2026,1 Review,Gold,Traveling with friends,Standard Double Or Twin Room
Selectum Colours Bodrum,"The rooms are very unusually arranged: each has its own exit to the street. And strolling along these streets is more pleasant than the streets of Bodrum. The breakfasts, lunches, and dinners are delicious, plentiful, and varied. The only thing is that the dining room is decorated more like a dining room than a restaurant. The beach is very densely packed with sun loungers, but if you wander further, you can find a quiet spot. The sea is incredibly calm.",9.5,"Posted September 15, 2025",Russia,Stayed in September 2025,11 Reviews,Platinum,Solo traveler,Standard Double Or Twin Room
Selectum Colours Bodrum,"The hotel simply exceeded my expectations. I am absolutely delighted. The food, the rooms, the service, everything is top notch. We played tennis, swam, paddled. I will be back ❤️",10.0,"Posted July 6, 2025",Russia,Stayed in May 2025,26 Reviews,Diamond,Family,Standard Double Or Twin Room
Selectum Colours Bodrum,"A large, old hotel with a worn-out interior. Crowded everywhere. The food was a 3 out of 10. We mostly ate vegetables. The sea is clean, but you can only really swim from the pier, where all the normal people hang out. The icing on the cake is the nightclub in the nearby bay; it's loud until 4 a.m., so you can't fall asleep even with the windows closed, which will soon fall off! It's a shame the video isn't loading. The staff never said hello. Thank goodness we stayed for three days and left relieved.",3.5,"Posted September 21, 2025",Israel,Stayed in September 2025,4 Reviews,Diamond,Couple,Standard Double Or Twin Room
Selectum Colours Bodrum,"I planned a holiday through trip.com for the first time and you can make transactions with confidence. As for the hotel, it is really nice, the food is very delicious, the employees are very attentive, the rooms are spotlessly clean, you can have a safe and fun holiday inside, there is public transportation, taxi, minibuses constantly pass in front of the hotel, the activities are very entertaining, thank you for everything. If I come to Bodrum, this will definitely be my choice.",10.0,"Posted June 30, 2024",Türkiye (Turkey),Stayed in June 2024,1 Review,Gold,Couple,
Selectum Colours Bodrum,"We chose this hotel for our 3 nights and 4 days holiday. I decided based entirely on the score, but after reading the comments, you should decide carefully what you want to give and what you want to get. I think the price/performance/quality balance is good. The swimming pool is sufficient, there are 2 slides for children. The beach is beautiful, mixed sand/stone (we entered comfortably with sea shoes). And the food, day 1 ""asia night"", the food was generally very good. Day 2 was ""fish night"", day 3 was ""international night"", but we didn't see anything international at all. But I would like to thank Mr. Şener, who makes delicious pitas every evening. The ""Paris Brest"" we ate after our first dinner was wonderful, it was freshly made and served. The breakfast is varied and sufficient. Thanks also to the master who made delicious pastries every morning (they were finished the moment they came out of the oven). We chose a standard bunk bed room with our 2 children, the room was small, there was only the bed and the bunk bed next to it, we could not open our suitcase easily. I read about flies and insects and yes there are, the kids were a little scared when they encountered 3 spiders and 2-3 mosquitoes, but we managed. We did not find the dessert buffet in the patisserie section and lunch/dinner section sufficient and diverse. It's always the same desserts and unfortunately there is no dessert that can be eaten properly (if Paris was Brest, of course). There was live music on Wednesday and Friday and it was fun. The hotel staff consists of young people, they are generally caring and friendly. Ms. Helin, who came to us at the beach and asked if we needed anything, accompanied us to the pool, thank you (a bit confusing on the first day). So overall we were satisfied.",8.5,"Posted July 27, 2024",Türkiye (Turkey),Stayed in July 2024,1 Review,Gold,Family,
Selectum Colours Bodrum,Good price performance,8.5,"Posted September 4, 2024",United Kingdom,Stayed in August 2024,2 Reviews,Gold,Couple,
Selectum Colours Bodrum,Verified by,6.0,"Posted August 13, 2025",,Stayed in August 2025,,,,
Selectum Colours Bodrum,"My overall comment for the hotel would 4/5. Actually I'd also rate 5/5 but in comparison with other hotels, the distances between the room and the sea was quite sloppy. You don't have to climb all the way for your room thanks to elevator but to reach out the elevators is another adventure. Nevertheless, the staff, the cleanliness, foods, etc... were all beyond of my expectations. I can consider to go there again.",8.0,"Posted July 7, 2025",,Stayed in July 2025,,,Couple,
Selectum Colours Bodrum,"We had 2 rooms, both had slight sewage smell, the staff response to that was that the resort is full so nothing can be done. The AC fan made a really loud noise in one of the rooms when it was one or high, so we kept it at low. If you open the balcony door the AC turns off and there is no screen door/window so we woke up with mosquito bites. Overall the rooms were blunt, of poor condition, as was the entire resort.",6.0,"Posted July 3, 2025",,Stayed in July 2025,,,Family,
Selectum Colours Bodrum,"There is almost no sand as the already small beach is jam-packed with loungers. There are boats going up and down past the small beach all the time. The bay is lined with party hotels that have music blaring until all hours of the morning. The staff are rude and could not be bothered to assist or even do their jobs (with the exclusion of the waiters at the 24/7 restaurant). No one provided any information on hot the hotel runs, ie. when which restaurants were open or how that worked, or showed or even told us where to find anything. The guests by and large seem to come for the endless food and drinks, and generally were unfriendly and rude, pushing in queues as if food would run out.",6.0,"Posted June 2, 2025",,Stayed in June 2025,,,,
Selectum Colours Bodrum,"Good food options every day, the 24/7 restaurant and snack bars also offer good options. The resort overall was really enjoyable, with a decently priced spa with friendly and experienced staff. However the rooms could be cleaned better, we found dusty floors on the day we arrived around the bedside tables. The pools (indoors and outdoors) are quite cold, should be warmer. Overall was an enjoyable stay.",8.0,"Posted May 18, 2025",,Stayed in May 2025,,,Family,
Selectum Colours Bodrum,Otel is good but some of staff was rude. Facilities are exellent.,8.0,"Posted August 11, 2025",,Stayed in August 2025,,,,
Selectum Colours Bodrum,The give us another room. Our reservation on see view !,2.0,"Posted August 23, 2025",,Stayed in August 2025,,,Family,
Selectum Colours Bodrum,Everything was beautiful. They take care of you here .,8.0,"Posted July 17, 2025",,Stayed in July 2025,,,,
Selectum Colours Bodrum,Need to reneew rooms . Dining choices are excellent.,8.0,"Posted August 1, 2025",,Stayed in August 2025,,,Family,
Selectum Colours Bodrum,"A great hotel in a lovely location. Staff were fantastic, everyone smiling and helpful. Clean rooms and beach area. Food in buffet was very good at breakfast but not many vege options for lunch and dinner. Italian a la carte was great and the 7/24 restaurant. We don’t usually go back to areas and hotels but we would really consider returning here.",10.0,"Posted November 1, 2024",,Stayed in November 2024,,,Couple,
Selectum Colours Bodrum,The room we stayed in had a broken mini fridge and clearly had not replaced the filter in the air conditioner for years because it smelt horrible whenever you entered the room - can not have been good for my health breathing that air in all night.,6.0,"Posted September 24, 2024",,Stayed in September 2024,,,Couple,
Selectum Colours Bodrum,Our room smelled like hell. Old towels. Old sheets. Bathrooms need to up grade.,4.0,"Posted September 9, 2024",,Stayed in September 2024,,,Family,
Selectum Colours Bodrum,Hard to find staff that understands and speaks English. Vnzery mediocre food and customer service,4.0,"Posted July 16, 2024",,Stayed in July 2024,,,Family,
Selectum Colours Bodrum,"We had a good experience , staff was very good and loved the 24 restaurant as well the all of the other meals and drinks allowed . Pool was always fun and night activities as well",8.0,"Posted June 10, 2024",,Stayed in June 2024,,,Couple,
Selectum Colours Bodrum,"It was a good location and accommodation, customer service was good but not the best, food was good and plentiful, quality was also fine. Enjoy",8.0,"Posted June 11, 2024",,Stayed in June 2024,,,Family,
Selectum Colours Bodrum,"We stayed here for 4 nights the resort was lovely and had beautiful views and many activities to keep kids busy. We enjoyed the night activities and music for adults aswell The only thing was that reception staff are not very knowledgeable and know basic English to help guests out, and at times they were quiet rude and abrupt",8.0,"Posted June 1, 2024",,Stayed in June 2024,,,Family,
Selectum Colours Bodrum,The weather was amazung.,8.0,"Posted June 3, 2025",,Stayed in June 2025,,,,
Selectum Colours Bodrum,Friendly staff. Good location. Good activities.,10.0,"Posted September 13, 2024",,Stayed in September 2024,,,,
Selectum Colours Bodrum,Everything was just fantastic..We will definitely be back in the future,10.0,"Posted May 13, 2024",,Stayed in May 2024,,,,
Selectum Colours Bodrum,"The dining service was bad. The people at the water sport activities that are part of the hotel tried to trick me of playing 40€ for one hour, but actually allowed me to use the water ski only for 10 min.",8.0,"Posted October 28, 2023",,Stayed in October 2023,,,Family,
Selectum Colours Bodrum,Excellent,10.0,"Posted June 25, 2025",,Stayed in June 2025,,,,
Selectum Colours Bodrum,"3 Star service in a 5 Star Initial greeting was excellent with lovely friendly reception staff. Room was below average and in need of a refurbishment but adequate. Really disappointed with the Customer services, especially the Restaurant supervisor who was arrogant and unhelpful and couldn't be bothered to do his job and actually sent us to Guest relations to complain over an issue with allergy related matters. Things got even worse at Guest Relations where the ""Assistant Manager"" ended up arguing with us over providing soya or Almond milk. They did provide a carton of soya milk after the complaint but his whole attitude was arrogant and unhelpful. Communication was an issue in the hotel as only a handful of staff could speak English. Food was excellent, facilities good. Spa was good and staff friendly. Mini Market in hotel ok and even sold overpriced Electronic cigarettes in their mini market, even though they are ILLEGAL in Turkey 😉 We have travelled to lots of places around the world and stayed in many, many, 5 star hotels. Unfortunately, this hotel is a mere 3 star Hotel pretending to be a 5 Star hotel - mainly due to their customer services and unhelpful management team. I wouldn't be visiting there again, it's nothing more than Average.",4.0,"Posted November 15, 2023",,Stayed in November 2023,,,,
Selectum Colours Bodrum,the worst hotel in bodrum,6.0,"Posted July 15, 2024",,Stayed in July 2024,,,,
