otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi
"Mandarin Oriental, Bodrum",Diamond+,10.0,"Posted June 29, 2026",Show More,,,Platinum tier member,Family,
"Mandarin Oriental, Bodrum","Food, beach, spa… super polite and friendly staff, everything is perfect.",10.0,"Posted June 29, 2026",Russia,Stayed in April 2026,1 Review,Platinum,Family,Garden View Twin Room
"Mandarin Oriental, Bodrum","The service was terrible, literally zero. The waiters at breakfast were out of line, and the butler was all over the place, responding to messages only sporadically. To top it off, they added an extra 50,000 to my bill at checkout.",7.5,"Posted August 24, 2026",Russia,Stayed in August 2026,9 Reviews,,Couple,Garden View Twin Room
"Mandarin Oriental, Bodrum","Overall, a good experience, but many restaurants were closed in October.",10.0,"Posted October 6, 2025",China,Stayed in October 2025,21 Reviews,,Family,Mandarin Junior Suite
"Mandarin Oriental, Bodrum","First, the airport tax refund consultation was extremely irresponsible. I repeatedly inquired with the front desk staff about the airport tax refund counter's opening hours and processing procedures, receiving several completely different and incorrect times. The information was confusing, vague, and highly unprofessional, directly delaying my departure tax refund process and wasting a significant amount of time and energy. The service professionalism was severely substandard. Even more unacceptable was that, when faced with guests' questions and requests, the staff offered no room for communication or choice, only providing perfunctory and dismissive responses with a passive attitude and no sincerity in resolving the issues. Second, the room hygiene was severely substandard. I didn't open the window the entire time, yet large insects, resembling cockroaches, were found in the room, causing extreme discomfort. For a high-end resort hotel, failing to even implement basic pest control and room cleaning demonstrates a huge lapse in hygiene management, leaving me with absolutely no sense of security. Furthermore, the nighttime experience was extremely poor. Late at night, there were frequent, intermittent, and recurring noises of unidentified objects falling from the room. This was definitely not normal equipment noise, making it impossible to sleep soundly all night. I barely managed to fall asleep until 3 AM, severely depleting my rest. Finally, there were obvious safety hazards in the guest room. The carpet was extremely slippery and the anti-slip treatment was completely inadequate. I slipped and fell several times while walking normally in the room, posing a risk of injury. The hotel completely disregarded the personal safety of its guests.",4.5,"Posted May 9, 2026",China,Stayed in May 2026,10 Reviews,,Traveling with friends,Garden View Twin Room
"Mandarin Oriental, Bodrum","The room is very spacious and bright, and the bathroom sun room is uniquely designed. The most memorable service of the hotel is the service staff in the breakfast room. In order to let the children eat breakfast, they spontaneously learned to make Chinese steamed eggs on Tik Tok. As the saying goes, ""The way of civil and martial arts has not fallen, it is in people"", this is what it means. ""The most beautiful culture in the East"" is the beauty of the human heart, and it is well deserved.",10.0,"Posted June 4, 2025",China,Stayed in April 2025,29 Reviews,,Family,Mandarin Junior Suite
"Mandarin Oriental, Bodrum","My initial experience at the hotel was a bit unpleasant, but thankfully the hotel rectified it promptly, resulting in a perfect vacation. Thank you to the hotel and Ctrip for their service! ❤️ The hotel's hardware and maintenance are absolutely impeccable. It's brand new, not like it's been open for 10 years, but rather like a brand new hotel. It's definitely a top-tier hotel in Europe and the US, and I highly recommend it. The basic rooms are also spacious, larger than many hotel suites or even villas. If you prefer staying in your room, this is highly recommended. The rooms are clad in warm oak, the bathrooms have heated floors, and the bedding is incredibly comfortable. It's clear the owners have invested heavily and are a bit eager to cash in, which gives the hotel a bit of a real estate feel. This is evident in the massive real estate sales model displayed on the way to the breakfast room, as well as the somewhat outrageous restaurant prices and other on-site dining options (even more expensive than Amanruya). This is understandable, as, like St. Tropez, it's only open for a few months in the summer, which naturally drives up costs. The service is professional and up-to-date, with a slightly distant, private atmosphere, a true Mandarin Oriental touch. They care deeply about their guests, including one-on-one butlers. This is definitely a top-tier service provider in Europe and the US. Many staff members are able to remember and greet you by name, offering a warm and friendly greeting. However, compared to other hotels in this tier in Asia, the hotel lacks the level of sophistication and pleasant surprises, lacking in added value. There are no free activities; everything is based on financial commitment, leading to a rather boring stay. Even resort hotels in Asia, like Sanya, look much better. The breakfast was good, with excellent bread and pastries, but the lack of an à la carte menu doesn't quite fit the budget of a hotel. Other dining options were limited, average, and expensive. The beach was unattractive, with a large concrete wall in front, supposedly to prevent waves from washing away the sand. While there are certainly other solutions, the hotel chose the ugliest one, and there were also unsightly boats parked on the water. The beach staff were very helpful, eager to help guests, eager to see if they could even make a move. This was a very positive point. My favorite part of the hotel experience was the spa. The facilities, atmosphere, and service were all top-notch. It's been a while since I've experienced a spa where I could stay as long as I did. It felt so Zen and secluded, and there were a variety of teas to try, all centered around well-being. If you enjoy a wellness retreat, it's worth a try. The downsides are also obvious: the hardware isn't very smart, like the TV can't mirror your phone's screen, and there's no smart toilet. The overall style isn't ideal for young people or couples, and it has an inexplicably business-like feel, lacking a resort feel or local culture. In short, the hotel is impeccable and truly world-class. It's definitely worth the experience and highly recommended.",10.0,"Posted May 29, 2025",,Stayed in April 2025,36 Reviews,,Solo traveler,Garden View King Room
"Mandarin Oriental, Bodrum",It is worth going. The sea view and service are first-class. The price is a little expensive. But it is worth it.,10.0,"Posted May 26, 2025",China,Stayed in May 2025,12 Reviews,,,One Bedroom Twin Apartment with Garden View
"Mandarin Oriental, Bodrum","Super beautiful hotel, first-class service, of course the price is also very high. Bodrum is in the south of Turkey, it is worth a visit. There are many good hotels, Mandarin Oriental is very good",10.0,"Posted May 7, 2024",China,Stayed in May 2024,15 Reviews,,Traveling with friends,One Bedroom King Apartment with Sea View
"Mandarin Oriental, Bodrum",The hotel has a great view and the service is considerate,10.0,"Posted July 15, 2024",,Stayed in May 2024,4 Reviews,,Traveling with friends,Garden View Twin Room
