otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi
Mirada Exclusive Bodrum,"Such a charming hotel, it made me fall in love with Bodrum. For me, it primarily offered excellent value for money. Perhaps this is because I meticulously researched and chose the hotel before my trip, so I experienced no disappointments. The service was refined and professional, with no pushy upsells. The food was delicious; while there wasn't the vast variety you find in huge resorts, it wasn't necessary. You definitely won't go hungry, as there were always places to eat throughout the day. The cocktails, wines, and prosecco were tasty. We stayed in June, and it wasn't crowded at all. There were plenty of sunbeds, so no need to rush out in the morning to reserve a spot. The water was incredibly clear. It felt a bit cold at first, but then you get used to it, and it's actually wonderful to have cool water after being in the hot sun. I saw waves in other bays during this time, but the hotel is situated in a way that there are no waves, making it very comfortable in June. This hotel is perfect for a short getaway; 6 days was just right for us! If it were longer, it might become a bit monotonous, but that's just me – I don't like staying in one place for too long. I was completely satisfied with everything.",10.0,"Posted June 19, 2026",Russia,Stayed in June 2026,1 Review,Platinum,Family,Superior Room with Sea View
Mirada Exclusive Bodrum,"10s across the board. Everything about this stay was pleasant, from the staff to the beautiful interiors, the quality of everything and onsite amenities. I did all inclusive in the superior sea view room and it felt like i was on a private island away from the usual Gümbet. If I could rate this hotel higher, I would. I strongly recommend it especially to solo travellers who are looking for a safe at home feel. The only thing i would say is housekeeping start cleaning before 9am which can be quite noisy if you’re looking for a lay in- but honestly it didn’t take anything away from the trip.",10.0,"Posted July 29, 2025",United Kingdom,Stayed in July 2025,2 Reviews,Gold,Solo traveler,Superior Room with Sea View
Mirada Exclusive Bodrum,"Just WOW!! this place is beyond expectations and like a dream. Super clean, food tastes heavenly and desserts tasted you never tasted anything like it. I’m already missing my time spent here. Could not fault it. Peaceful, if you want a romantic time, i went with my sister for some me time and totally loved it. Thank you for making our time memorable❤️",10.0,"Posted November 12, 2023",United Kingdom,Stayed in October 2023,3 Reviews,Diamond,Family,
Mirada Exclusive Bodrum,"Loved the hotel, modern, clean, friendly staff, speak good English and nice selection of food. Great drink options by the beach and free ice lolly’s all day! Love the extra of bringing a lunch option down to the beach to save going to the restaurant. They messed up our room booking on our check in night. Saying they have upgraded us to a family room which is pointless for a couple. We lost the sea view & lounge access that night. Next night we got our room back. Please don’t upgrade your guests unless you can offer them their original booked room still. This wasted time for us. The valet also reversed our hire car into the wall with damage. They didn’t notify or tell us. It was only pure luck that we noticed it and they took full responsibility. Overall this wasted another evening of sorting this out and saw it to our shock going out for dinner. Very dishonest from the hotel to not notify your guests! Management managed this issue well. However food and drinks service could be quicker, my expectations from a 5* hotel is higher and unfortunately this isn’t a 5* hotel but great stay for 6nights….minus the issues!",8.0,"Posted October 1, 2023",United Arab Emirates,Stayed in September 2023,2 Reviews,Gold,Couple,
Mirada Exclusive Bodrum,This was absolutely amazing! The food was plentiful! The room was great! The view was fantastic!,10.0,"Posted October 15, 2025",China,Stayed in September 2025,13 Reviews,,Traveling with friends,Family Room with Sea View
Mirada Exclusive Bodrum,"I was wondering how special you could feel in an all-inclusive system, but the incredible staff makes you feel truly special. It's a perfect hotel in every way, service, friendliness, etc. The sea is crystal clear... We'll come back again...",10.0,"Posted July 24, 2025",Türkiye (Turkey),Stayed in July 2025,7 Reviews,Diamond,Couple,Standard Room with Land View
Mirada Exclusive Bodrum,"Thank you Eleonora for the morning yoga and Pilates sessions‍♀️The training was professional and varied, outdoors with the sound of the sea I thoroughly enjoyed my stay at this hotel. Clean sea, spotless rooms, and plenty of activities every day from live DJ sets and music programs in the lounge bars to interactive workshops I really recommend it!",10.0,"Posted August 14, 2026",,Stayed in August 2026,,,Couple,
Mirada Exclusive Bodrum,"We absolutely loved our stay at Hotel Mirada! Every morning started with yoga, a huge thank you to Esra and Eleonora for their amazing energy and awesome outdoor workouts to the sound of the waves The hotel itself is super stylish, with plenty of great activities, and the food in the restaurant is delicious The rooms are clean, the beach is wonderful with a beautiful mountain view, and the staff is very polite. Plus, it’s close to the city center. We highly recommend",10.0,"Posted June 27, 2026",,Stayed in June 2026,,,Family,
Mirada Exclusive Bodrum,"Our holiday at Mirada exclusive hotel has now come to an end, and we have had such a lovely week here. The welcome from when we first walked through the door through to the send off on our last day was outstanding. The food was fantastic, very fresh and great choices throughout our stay. We stayed in the family suite with sea view which was very spacious and cleaned every day to a very high standard. The sea deck was where we spent most of our days, the service we received from the staff here was incredible, we were made to feel very special by Aytac in particular. The buffet restaurant was a lovely dining experience, and a special mention to Noori, his service was excellent. I highly recommend this hotel for a nice, relaxing family holiday.",10.0,"Posted June 5, 2026",,Stayed in June 2026,,,Family,
Mirada Exclusive Bodrum,"The wonderful Mirada Exclusive Hotel is set in a beautiful bay with stunning sea and mountain views. Although it is at the bottom of a steep hill, golf buggies are available to take you up and down if required! First we would like to say it is the commitment, dedication and hard work of all staff that make this 5 Star hotel outstanding! They are all very friendly, pleasant and provide top class service to everyone. We would like to particularly thank - Bulent - Entertainment Manager was outstanding, so genuine, friendly and caring, checking on us daily to see how we were and asking for feedback. Bulent arranged to have football on the big screen for us; pity Hull City won against Middlesbrough! He even helped me persuade my husband David to go to the Cave Disco!! :) Aytac - on the bathing deck was exceptional, always ready for a quick chat, whilst ensuring we had water, a drink or ice cream. Enes - was amazing too - always happy and smiling while running with his tray of drinks between the beach and decking - no easy task! Anil in Lounge Plus Nine bar on an evening was attentive, pleasant and friendly. B.Erkut and Ayesegul in Pepper Restaurant were very professional and attentive. Kubra from Customer Relations visited most days to check things were ok. We had booked a Superior Sea View room - and what a view it was! Located on the 6th floor of the main building it was nicely decorated and very large with lots of drawer and wardrobe space. The room was cleaned daily by a lovely lady and the mini bar was re-stocked daily too. The sea is crystal clear, we chose to bathe on the decking over the sea and there is a small beach area to the side if you prefer sand. The hotel and grounds are spotlessly clean with beautifully tended gardens. The Spa is lovely and tranquil - well worth a visit - I had a fabulous Turkish Bath and Hammam. Food - Main Buffet - the variety of individual starters and salads on the buffet were exceptional. Main courses were mainly Turkish (you are in Turkey) which we really enjoyed. Beautiful soups and local dishes with some show cooking. Freshly baked breads and pastries at all mealtimes. Pepper Restaurant - We ate lunch here every day and you can order a wide variety of wonderful fresh food. (They also deliver to the decking and beach areas for those who don't want to leave their beds). A la Carte Restaurants - Pepper and Sirtaki (Greek) both serve you a selection of cold and hot mezze/starters and then you choose your main and desert - all very tasty with great views. The Sirtaki is set on decking over the sea and had live music. The rooftop Sunset Italian a'la carte also had stunning views, but didn't open until after we left. The International branded drinks were the best selection we have ever had! Cocktails were extremely good. Would we return - you bet we would!! We have also recommended to friends. Thank you to all of the team who helped to make our holiday extra special and t",10.0,"Posted June 9, 2026",,Stayed in June 2026,,,Couple,
