otel_adi,yorum,puan,yorum_tarihi,konum,konaklama_tarihi,musteri_toplam_yorum_sayisi,musteri_kademe,seyahat_tipi,oda_tipi
Sarpedor Boutique Hotel,"Excellent location. Wonderful beach area. The hotel has a customer-oriented and knowledgeable Russian-speaking manager, Tomiris. I recommend it for young people who are not picky about food and who love peace and quiet. There is no area for walking, nor is there any entertainment or music. Steep steps make it problematic for older people and families with children. Almost all the guests are Turks, who compete not in food at dinner, but in the number of packs of tobacco of dubious quality they smoked. The staff speaks almost no English. There are no professional waiters. Therefore, your ordered plate can travel around the room looking for the customer. At breakfast, you may not get a waiter. So take matters into your own hands. The main thing: a great sea view and a restaurant two minutes from any room. The wine selection impressed even a sophisticated wine connoisseur. It's a shame it didn't last long. Overall, the hotel was pleasant for its location, the sea, and the small number of guests.",8.5,"Posted September 17, 2025",Russia,Stayed in September 2025,60 Reviews,Diamond,Couple,Superior Room
Sarpedor Boutique Hotel,"This is a three star hotel at a five star location. Everything that is outside is beautiful - the pool is lovely, the beach, the views however the inside is no good. Our room was very large but the furniture is old and run down, one of the lights kept flickering. The bathroom had a bad smell and in the afternoon little flies would come out of the pipes. Our bathroom window was constantly open and there was a broken blind over it so we heard a lot of the street noise. Rooms were not cleaned properly. We only had breakfast and it was very poor when it comes to variety - a few bread options, some warm food and fruit and weird cereal. Every hotel should have decent granola and at least three yogurt varieties. The staff was kind and did their best but spoke little english so communicating was very difficult. The hotel is mainly for turkish people. It should not be advertised as a five star hotel.",4.0,"Posted August 3, 2026",,Stayed in August 2026,,,Traveling with friends,
Sarpedor Boutique Hotel,"In September 2025, my husband and I stayed at this wonderful hotel to celebrate our first wedding anniversary. It was also our babymoon. The staff were incredibly kind and exceptionally helpful throughout our stay. We booked the all-inclusive package, and the food was varied and delicious. If I had to mention one downside, it would be that most of the staff didn’t speak English very well. However, we always managed to communicate in the end, and they did everything they could to help. I had read some reviews saying that the many stairs were exhausting, but honestly, even at 20 weeks pregnant, I had no trouble getting around the entire resort. We had an absolutely amazing time! Even now, 10 months later, we still often reminisce about the wonderful days we spent there. It remains one of the best vacations of our lives. We can’t thank the staff enough for the care and attention they showed us throughout our stay. We definitely hope to come back one day—this time with our little baby.",10.0,"Posted June 30, 2026",,Stayed in June 2026,,,,
Sarpedor Boutique Hotel,"Odamız temizdi, günlük temizlik de aksatılmıyor. 3 kişi konakladığımız için ufak tefek eksiklikler oldu ancak personellerle iletişime geçince ihtiyaçlarımız çok kısa sürede karşılandı. Kahvaltı çeşitliliği ve kalitesi güzel; yemekler standart ve menü değişmiyor, çok bir şey vaat etmiyor ama üzmüyor da. Konsepte dahil alkoller sınırlı ancak yeterli. Deniz, sabah ve öğle saatleri güzel/temiz, akşam saatlerine doğru dalgalı bir hal alıyor ancak hala yüzülebilir, sadece biraz yoruyor. Odamızdan denize ulaşım kolaydı, şezlonglar iyi ve yeterli sayıdaydı. Çevre otellerden saat 00 a kadar hafif de olsa müzik sesleri gelebiliyor, ancak sonrasında kesiliyor. Bodrum merkeze çok yakın araçla 15dk gibi bir sürede ulaşabildik. 5dk mesafede de marketler var, ekstra ihtiyaçlarımızı ordan karşıladık. Spor salonu güzel ve yeterliydi, çok kullanan olmuyor, antreman yapmak keyifli, aletler birçok ticari spor salonundan kaliteli. Genel olarak sadece yemek ve servis kalitesini eleştirebilirim ancak iyi bir iletişimle o da çözülebiliyor. Tekrar tercih ederim.",10.0,"Posted May 26, 2026",,Stayed in May 2026,,,Business traveler,
Sarpedor Boutique Hotel,Overall a good resort. Dinner was amazing but lunch and breakfast were mediocre. Not much to do besides relaxing on the beach,6.0,"Posted August 20, 2025",,Stayed in August 2025,,,Couple,
Sarpedor Boutique Hotel,"First of all, from the day we arrived the rooms were dirty. Very dirty. The food is the most horribleeeee food we have ever had in our life. Most bland food with no taste. The breakfast is left out and old same food is put out each morning. They only offer a breakfast buffet of nothing but cheese bread and jam. The lunch even more terrible and the DINNER?! HORRRIBLE. They have a chef who doesn’t even cook he microwaves. Esra our waitress has been the only highlight of our trip. Other than that the food and the quality of the rooms has been disgraceful. Do notttt waste your well wasn’t money there are better hotels with so much more to offer. I’ve been so fustrated the whole holiday becuase I’m starved😂",2.0,"Posted July 20, 2025",,Stayed in July 2025,,,,
Sarpedor Boutique Hotel,"Unfortunately, the cleanliness of the bathroom and toilet was unacceptable. We had to contact reception and request that someone be sent to clean the facilities. Additionally, the quality of the food was very poor, with extremely limited options. During the entire duration of our stay, we did not have a single meal that was enjoyable. On a positive note, the staff were very polite and kind, and we appreciated their attitude and professionalism.",4.0,"Posted July 26, 2025",,Stayed in July 2025,,,Family,
Sarpedor Boutique Hotel,"The hotel is lovely, but you’ll need a car as it is quite isolated from everything.",10.0,"Posted October 3, 2024",,Stayed in October 2024,,,Family,
Sarpedor Boutique Hotel,"My husband and I stayed in the hotel for a few days. We have traveled a lot around the world but this hotel had its own charm. the staff, the food and our room were simply great. We felt very comfortable. The complex is beautifully located on a hillside in the green. We also used the spa area in the hotel, the company serenity Spa&Wellness was very competent and can only be recommended. We really enjoyed Zahide's massage. We will come back soon.",10.0,"Posted July 3, 2024",,Stayed in July 2024,,,,
Sarpedor Boutique Hotel,"I prosposed to my girlfriend during our 5 days holiday. The hotel staff really helped me for everything. Other than that, Everything was perfect. Great view with and great nature, great food and beach. Thanks. It is very close to Bodrum downtown. Very calm and relaxed place to stay.",10.0,"Posted February 29, 2024",,Stayed in February 2024,,,Couple,
Sarpedor Boutique Hotel,So expensive price and quality not fair,2.0,"Posted July 23, 2024",,Stayed in July 2024,,,Family,
Sarpedor Boutique Hotel,"It’s a quiet and romantic view at sunset time,from rooms balcony and also pool place. rooms are big with separate closet, cool design. Breakfast and foods were good. Spa and massage was very good. We had a very good experience, for those who like a peace of mind and quiet place with the beautiful nature I highly recommend. Hope to see you again🩵",10.0,"Posted August 30, 2023",,Stayed in August 2023,,,Couple,
Sarpedor Boutique Hotel,"From the moment we checked in, the front desk staff were wonderful. When we went to our room, we were amazed by its cleanliness, spaciousness, and view. The cleanliness of the hotel's surroundings, pool, and beach area was incredible; there wasn't a single leaf on the ground. We believe the secret to this success is the hotel's general manager, Mr. Muammer. We met him, and despite his young age, he has developed himself very well and is a very good manager. His respect and love for his staff, guests, and work was evident in everything he did. We would like to thank him again for everything. The food was delicious; we would also like to thank the kitchen team and the restaurant staff for their attention and care. R:604",10.0,"Posted June 10, 2026",,Stayed in June 2026,,,Family,
